0	0	5.03	15.5	-30.21
0	1	5.63	15.86	-29.61
0	2	6.23	16.22	-29.01
0	3	6.82	16.58	-28.41
0	4	7.42	16.93	-27.81
0	5	8.02	17.29	-27.2
0	6	8.62	17.65	-26.6
0	7	8.51	17.86	-26.77
0	8	8.4	18.07	-26.94
0	9	8.28	18.29	-27.1
0	10	8.17	18.5	-27.27
0	11	8.06	18.71	-27.44
0	12	7.95	18.92	-27.6
0	13	7.68	19.62	-27.76
0	14	7.41	20.31	-27.92
0	15	7.14	21.01	-28.08
0	16	6.87	21.7	-28.24
0	17	6.61	22.4	-28.4
0	18	6.34	23.09	-28.56
0	19	6.28	23.39	-28.7
0	20	6.22	23.69	-28.85
0	21	6.17	23.98	-29.0
0	22	6.11	24.28	-29.15
0	23	6.05	24.58	-29.3
0	24	5.99	24.88	-29.45
0	25	6.65	27.03	-28.31
0	26	7.3	29.18	-27.17
0	27	7.95	31.34	-26.03
0	28	8.6	33.49	-24.9
0	29	9.25	35.64	-23.76
0	30	9.9	37.8	-22.62
0	84	-9.95	15.06	-14.57
0	85	-10.0	15.42	-15.43
0	86	-10.05	15.77	-16.29
0	87	-10.1	16.12	-17.14
0	88	-10.16	16.47	-18.0
0	89	-10.21	16.83	-18.86
0	90	-10.26	17.18	-19.71
0	91	-10.35	17.13	-18.89
0	92	-10.43	17.09	-18.07
0	93	-10.52	17.04	-17.24
0	94	-10.61	16.99	-16.42
0	95	-10.69	16.95	-15.59
0	96	-10.78	16.9	-14.77
0	97	-11.86	16.36	-14.63
0	98	-12.94	15.82	-14.49
0	99	-14.01	15.28	-14.36
0	100	-15.09	14.74	-14.22
0	101	-16.17	14.2	-14.09
0	102	-17.25	13.66	-13.95
0	103	-17.46	13.58	-14.18
0	104	-17.67	13.49	-14.4
0	105	-17.88	13.41	-14.62
0	106	-18.09	13.32	-14.85
0	107	-18.29	13.24	-15.07
0	108	-18.5	13.16	-15.29
0	109	-18.51	13.34	-15.27
0	110	-18.51	13.52	-15.25
0	111	-18.51	13.69	-15.23
0	112	-18.52	13.87	-15.21
0	113	-18.52	14.05	-15.19
0	114	-18.52	14.23	-15.17
0	115	-18.47	15.13	-15.39
0	116	-18.41	16.03	-15.61
0	117	-18.36	16.93	-15.83
0	118	-18.3	17.83	-16.05
0	119	-18.25	18.73	-16.27
0	120	-18.19	19.64	-16.49
0	121	-18.3	20.0	-16.3
0	122	-18.41	20.37	-16.11
0	123	-18.52	20.73	-15.92
0	124	-18.62	21.1	-15.73
0	125	-18.73	21.46	-15.53
0	126	-18.84	21.83	-15.34
0	127	-19.15	22.13	-15.27
0	128	-19.45	22.43	-15.2
0	129	-19.76	22.72	-15.12
0	130	-20.07	23.02	-15.05
0	131	-20.37	23.32	-14.97
0	132	-20.68	23.62	-14.9
0	133	-20.84	23.26	-14.92
0	134	-20.99	22.9	-14.94
0	135	-21.15	22.55	-14.96
0	136	-21.3	22.19	-14.98
0	137	-21.46	21.84	-15.0
0	138	-21.62	21.48	-15.02
0	139	-20.91	21.46	-15.39
0	140	-20.2	21.44	-15.75
0	141	-19.5	21.41	-16.11
0	142	-18.79	21.39	-16.47
0	143	-18.08	21.37	-16.84
0	144	-16.16	18.47	-11.02
0	145	-15.42	18.91	-11.83
0	146	-14.68	19.35	-12.64
0	147	-13.94	19.79	-13.46
0	148	-13.21	20.23	-14.27
0	149	-12.47	20.67	-15.08
0	150	-11.73	21.11	-15.89
0	151	-11.84	21.92	-16.06
0	152	-11.94	22.73	-16.22
0	153	-12.05	23.54	-16.38
0	154	-12.16	24.35	-16.55
0	155	-12.27	25.17	-16.71
0	156	-12.37	25.98	-16.87
0	157	-13.16	27.54	-17.04
0	158	-13.95	29.09	-17.2
0	159	-14.73	30.65	-17.37
0	160	-15.52	32.21	-17.53
0	161	-16.31	33.77	-17.69
0	162	-17.1	35.33	-17.86
0	163	-18.68	33.84	-17.76
0	164	-20.27	32.34	-17.66
0	165	-21.86	30.85	-17.56
0	166	-23.45	29.36	-17.47
0	167	-25.04	27.86	-17.37
0	168	-26.63	26.37	-17.27
0	169	-26.69	25.32	-16.31
0	170	-26.76	24.27	-15.36
0	171	-26.83	23.23	-14.4
0	172	-26.89	22.18	-13.44
0	173	-26.96	21.13	-12.48
0	174	-27.03	20.08	-11.53
0	175	-26.57	18.86	-10.87
0	176	-26.11	17.63	-10.22
0	177	-25.66	16.41	-9.57
0	178	-25.2	15.18	-8.92
0	179	-24.75	13.96	-8.27
0	180	-24.29	12.73	-7.62
0	181	-23.82	12.46	-8.29
0	182	-23.34	12.2	-8.97
0	183	-22.86	11.93	-9.65
0	184	-22.38	11.66	-10.33
0	185	-21.91	11.39	-11.0
0	186	-21.43	11.12	-11.68
0	187	-19.04	12.09	-13.02
0	188	-16.65	13.05	-14.36
0	189	-14.26	14.02	-15.69
0	190	-11.87	14.99	-17.03
0	191	-9.48	15.96	-18.37
0	192	-7.09	16.93	-19.7
0	193	-6.44	18.05	-20.21
0	194	-5.78	19.17	-20.72
0	195	-5.12	20.29	-21.23
0	196	-4.47	21.41	-21.73
0	197	-3.81	22.54	-22.24
0	198	-3.15	23.66	-22.75
0	199	-3.79	24.25	-22.7
0	200	-4.43	24.83	-22.66
0	201	-5.06	25.42	-22.61
0	202	-5.7	26.01	-22.57
0	203	-6.34	26.6	-22.52
0	204	-6.98	27.19	-22.47
0	205	-7.25	26.63	-22.74
0	206	-7.53	26.06	-23.0
0	207	-7.8	25.5	-23.26
0	208	-8.08	24.94	-23.52
0	209	-8.35	24.38	-23.79
0	210	-8.62	23.82	-24.05
0	211	-7.88	24.21	-23.82
0	212	-7.13	24.61	-23.6
0	213	-6.39	25.01	-23.38
0	214	-5.64	25.41	-23.15
0	215	-4.89	25.8	-22.93
0	216	-4.15	26.2	-22.71
0	217	-5.55	25.56	-22.34
0	218	-6.95	24.91	-21.97
0	219	-8.35	24.26	-21.61
0	220	-9.75	23.61	-21.24
0	221	-11.15	22.97	-20.87
0	222	-12.55	22.32	-20.51
0	223	-11.97	22.65	-20.12
0	224	-11.39	22.98	-19.74
0	225	-10.81	23.31	-19.36
0	226	-10.23	23.64	-18.97
0	227	-9.66	23.97	-18.59
0	228	-9.08	24.3	-18.21
0	229	-10.27	24.31	-17.47
0	230	-11.46	24.32	-16.74
0	231	-12.65	24.34	-16.01
0	232	-13.84	24.35	-15.28
0	233	-15.02	24.36	-14.55
0	234	-16.21	24.37	-13.82
0	235	-16.91	23.64	-12.63
0	236	-17.61	22.9	-11.44
0	237	-18.3	22.17	-10.25
0	238	-19.0	21.44	-9.06
0	239	-19.69	20.71	-7.87
0	240	-20.39	19.97	-6.68
0	241	-19.31	19.68	-5.95
0	242	-18.24	19.39	-5.22
0	243	-17.16	19.09	-4.49
0	244	-16.09	18.8	-3.76
0	245	-15.01	18.5	-3.03
0	246	-13.93	18.21	-2.3
0	247	-13.52	18.43	-2.02
0	248	-13.11	18.65	-1.74
0	249	-12.69	18.88	-1.46
0	250	-12.28	19.1	-1.18
0	251	-11.86	19.32	-0.9
0	252	-11.45	19.55	-0.62
0	253	-11.24	20.62	-1.7
0	254	-11.03	21.68	-2.78
0	255	-10.82	22.75	-3.87
0	256	-10.61	23.82	-4.95
0	257	-10.4	24.88	-6.04
0	258	-10.19	25.95	-7.12
0	259	-10.84	26.97	-7.7
0	260	-11.49	27.98	-8.27
0	261	-12.14	29.0	-8.84
0	262	-12.79	30.02	-9.42
0	263	-13.44	31.03	-9.99
0	264	-14.09	32.05	-10.56
0	265	-14.39	32.33	-11.41
0	266	-14.7	32.6	-12.27
0	267	-15.0	32.88	-13.12
0	268	-15.31	33.16	-13.98
0	269	-15.61	33.43	-14.83
0	270	-15.92	33.71	-15.68
0	271	-17.14	32.89	-15.66
0	272	-18.36	32.07	-15.63
0	273	-19.59	31.26	-15.61
0	274	-20.81	30.44	-15.58
0	275	-22.03	29.62	-15.55
0	276	-23.26	28.81	-15.53
0	277	-22.77	27.14	-16.11
0	278	-22.28	25.47	-16.69
0	279	-21.79	23.8	-17.27
0	280	-21.3	22.14	-17.85
0	281	-20.81	20.47	-18.43
0	282	-20.32	18.8	-19.02
0	283	-18.98	18.23	-18.61
0	284	-17.65	17.67	-18.2
0	285	-16.31	17.1	-17.79
0	286	-14.97	16.54	-17.38
0	287	-13.64	15.97	-16.97
0	288	-12.3	15.41	-16.56
0	289	-12.37	15.16	-15.21
0	290	-12.43	14.91	-13.87
0	291	-12.5	14.66	-12.52
0	292	-12.57	14.42	-11.17
0	293	-12.63	14.17	-9.83
0	294	-12.7	13.92	-8.48
0	295	-13.14	14.26	-8.64
0	296	-13.59	14.61	-8.81
0	297	-14.03	14.95	-8.97
0	298	-14.47	15.29	-9.13
0	299	-14.92	15.64	-9.3
0	300	-15.36	15.98	-9.46
0	301	-15.03	16.74	-9.91
0	302	-14.71	17.5	-10.37
0	303	-14.38	18.26	-10.82
0	304	-14.06	19.02	-11.27
0	305	-13.73	19.78	-11.72
0	306	-13.41	20.54	-12.17
0	307	-12.27	20.95	-12.36
0	308	-11.13	21.37	-12.54
0	309	-10.0	21.79	-12.72
0	310	-8.86	22.21	-12.9
0	311	-7.72	22.63	-13.09
0	312	-6.58	23.05	-13.27
0	313	-6.57	22.94	-13.85
